team_code,champion_prob,league
None,0.9576666666666667,MBB
HPU,0.027,MBB
NAVY,0.005666666666666667,MBB
CONN,0.003,MBB
LIB,0.002,MBB
UTM,0.0013333333333333333,MBB
UNCW,0.001,MBB
NDSU,0.0006666666666666666,MBB
SLU,0.0006666666666666666,MBB
SCL,0.0003333333333333333,MBB
UVM,0.0003333333333333333,MBB
CCSU,0.0003333333333333333,MBB
